module,name,constructor,dimention,description
,MAXsPbH3,"AtomTypeEState('max', 'sPbH3')",2D,max of sPbH3
,MAXssPbH2,"AtomTypeEState('max', 'ssPbH2')",2D,max of ssPbH2
,MAXsssPbH,"AtomTypeEState('max', 'sssPbH')",2D,max of sssPbH
,MAXssssPb,"AtomTypeEState('max', 'ssssPb')",2D,max of ssssPb
,MINsLi,"AtomTypeEState('min', 'sLi')",2D,min of sLi
,MINssBe,"AtomTypeEState('min', 'ssBe')",2D,min of ssBe
,MINssssBe,"AtomTypeEState('min', 'ssssBe')",2D,min of ssssBe
,MINssBH,"AtomTypeEState('min', 'ssBH')",2D,min of ssBH
,MINsssB,"AtomTypeEState('min', 'sssB')",2D,min of sssB
,MINssssB,"AtomTypeEState('min', 'ssssB')",2D,min of ssssB
,MINsCH3,"AtomTypeEState('min', 'sCH3')",2D,min of sCH3
,MINdCH2,"AtomTypeEState('min', 'dCH2')",2D,min of dCH2
,MINssCH2,"AtomTypeEState('min', 'ssCH2')",2D,min of ssCH2
,MINtCH,"AtomTypeEState('min', 'tCH')",2D,min of tCH
,MINdsCH,"AtomTypeEState('min', 'dsCH')",2D,min of dsCH
,MINaaCH,"AtomTypeEState('min', 'aaCH')",2D,min of aaCH
,MINsssCH,"AtomTypeEState('min', 'sssCH')",2D,min of sssCH
,MINddC,"AtomTypeEState('min', 'ddC')",2D,min of ddC
,MINtsC,"AtomTypeEState('min', 'tsC')",2D,min of tsC
,MINdssC,"AtomTypeEState('min', 'dssC')",2D,min of dssC
,MINaasC,"AtomTypeEState('min', 'aasC')",2D,min of aasC
,MINaaaC,"AtomTypeEState('min', 'aaaC')",2D,min of aaaC
,MINssssC,"AtomTypeEState('min', 'ssssC')",2D,min of ssssC
,MINsNH3,"AtomTypeEState('min', 'sNH3')",2D,min of sNH3
,MINsNH2,"AtomTypeEState('min', 'sNH2')",2D,min of sNH2
,MINssNH2,"AtomTypeEState('min', 'ssNH2')",2D,min of ssNH2
,MINdNH,"AtomTypeEState('min', 'dNH')",2D,min of dNH
,MINssNH,"AtomTypeEState('min', 'ssNH')",2D,min of ssNH
,MINaaNH,"AtomTypeEState('min', 'aaNH')",2D,min of aaNH
,MINtN,"AtomTypeEState('min', 'tN')",2D,min of tN
,MINsssNH,"AtomTypeEState('min', 'sssNH')",2D,min of sssNH
,MINdsN,"AtomTypeEState('min', 'dsN')",2D,min of dsN
,MINaaN,"AtomTypeEState('min', 'aaN')",2D,min of aaN
,MINsssN,"AtomTypeEState('min', 'sssN')",2D,min of sssN
,MINddsN,"AtomTypeEState('min', 'ddsN')",2D,min of ddsN
,MINaasN,"AtomTypeEState('min', 'aasN')",2D,min of aasN
,MINssssN,"AtomTypeEState('min', 'ssssN')",2D,min of ssssN
,MINsOH,"AtomTypeEState('min', 'sOH')",2D,min of sOH
,MINdO,"AtomTypeEState('min', 'dO')",2D,min of dO
,MINssO,"AtomTypeEState('min', 'ssO')",2D,min of ssO
,MINaaO,"AtomTypeEState('min', 'aaO')",2D,min of aaO
,MINsF,"AtomTypeEState('min', 'sF')",2D,min of sF
,MINsSiH3,"AtomTypeEState('min', 'sSiH3')",2D,min of sSiH3
,MINssSiH2,"AtomTypeEState('min', 'ssSiH2')",2D,min of ssSiH2
,MINsssSiH,"AtomTypeEState('min', 'sssSiH')",2D,min of sssSiH
,MINssssSi,"AtomTypeEState('min', 'ssssSi')",2D,min of ssssSi
,MINsPH2,"AtomTypeEState('min', 'sPH2')",2D,min of sPH2
,MINssPH,"AtomTypeEState('min', 'ssPH')",2D,min of ssPH
,MINsssP,"AtomTypeEState('min', 'sssP')",2D,min of sssP
,MINdsssP,"AtomTypeEState('min', 'dsssP')",2D,min of dsssP
,MINsssssP,"AtomTypeEState('min', 'sssssP')",2D,min of sssssP
,MINsSH,"AtomTypeEState('min', 'sSH')",2D,min of sSH
,MINdS,"AtomTypeEState('min', 'dS')",2D,min of dS
,MINssS,"AtomTypeEState('min', 'ssS')",2D,min of ssS
,MINaaS,"AtomTypeEState('min', 'aaS')",2D,min of aaS
,MINdssS,"AtomTypeEState('min', 'dssS')",2D,min of dssS
,MINddssS,"AtomTypeEState('min', 'ddssS')",2D,min of ddssS
,MINsCl,"AtomTypeEState('min', 'sCl')",2D,min of sCl
,MINsGeH3,"AtomTypeEState('min', 'sGeH3')",2D,min of sGeH3
,MINssGeH2,"AtomTypeEState('min', 'ssGeH2')",2D,min of ssGeH2
,MINsssGeH,"AtomTypeEState('min', 'sssGeH')",2D,min of sssGeH
,MINssssGe,"AtomTypeEState('min', 'ssssGe')",2D,min of ssssGe
,MINsAsH2,"AtomTypeEState('min', 'sAsH2')",2D,min of sAsH2
,MINssAsH,"AtomTypeEState('min', 'ssAsH')",2D,min of ssAsH
,MINsssAs,"AtomTypeEState('min', 'sssAs')",2D,min of sssAs
,MINsssdAs,"AtomTypeEState('min', 'sssdAs')",2D,min of sssdAs
,MINsssssAs,"AtomTypeEState('min', 'sssssAs')",2D,min of sssssAs
,MINsSeH,"AtomTypeEState('min', 'sSeH')",2D,min of sSeH
,MINdSe,"AtomTypeEState('min', 'dSe')",2D,min of dSe
,MINssSe,"AtomTypeEState('min', 'ssSe')",2D,min of ssSe
,MINaaSe,"AtomTypeEState('min', 'aaSe')",2D,min of aaSe
,MINdssSe,"AtomTypeEState('min', 'dssSe')",2D,min of dssSe
,MINddssSe,"AtomTypeEState('min', 'ddssSe')",2D,min of ddssSe
,MINsBr,"AtomTypeEState('min', 'sBr')",2D,min of sBr
,MINsSnH3,"AtomTypeEState('min', 'sSnH3')",2D,min of sSnH3
,MINssSnH2,"AtomTypeEState('min', 'ssSnH2')",2D,min of ssSnH2
,MINsssSnH,"AtomTypeEState('min', 'sssSnH')",2D,min of sssSnH
,MINssssSn,"AtomTypeEState('min', 'ssssSn')",2D,min of ssssSn
,MINsI,"AtomTypeEState('min', 'sI')",2D,min of sI
,MINsPbH3,"AtomTypeEState('min', 'sPbH3')",2D,min of sPbH3
,MINssPbH2,"AtomTypeEState('min', 'ssPbH2')",2D,min of ssPbH2
,MINsssPbH,"AtomTypeEState('min', 'sssPbH')",2D,min of sssPbH
,MINssssPb,"AtomTypeEState('min', 'ssssPb')",2D,min of ssssPb
ExtendedTopochemicalAtom,ETA_alpha,"EtaCoreCount(False, False)",2D,ETA core count
,AETA_alpha,"EtaCoreCount(True, False)",2D,averaged ETA core count
,ETA_shape_p,EtaShapeIndex('p'),2D,ETA shape index (type: p)
,ETA_shape_y,EtaShapeIndex('y'),2D,ETA shape index (type: y)
,ETA_shape_x,EtaShapeIndex('x'),2D,ETA shape index (type: x)
,ETA_beta,"EtaVEMCount('', False)",2D,valence electron mobile count
,AETA_beta,"EtaVEMCount('', True)",2D,averaged valence electron mobile count
,ETA_beta_s,"EtaVEMCount('s', False)",2D,sigma contribution to valence electron mobile count
,AETA_beta_s,"EtaVEMCount('s', True)",2D,averaged sigma contribution to valence electron mobile count
,ETA_beta_ns,"EtaVEMCount('ns', False)",2D,nonsigma contribution to valence electron mobile count
,AETA_beta_ns,"EtaVEMCount('ns', True)",2D,averaged nonsigma contribution to valence electron mobile count
,ETA_beta_ns_d,"EtaVEMCount('ns_d', False)",2D,delta contribution to valence electron mobile count
,AETA_beta_ns_d,"EtaVEMCount('ns_d', True)",2D,averaged delta contribution to valence electron mobile count
,ETA_eta,"EtaCompositeIndex(False, False, False)",2D,ETA composite index for reference graph
,AETA_eta,"EtaCompositeIndex(False, False, True)",2D,averaged ETA composite index for reference graph
,ETA_eta_L,"EtaCompositeIndex(False, True, False)",2D,local ETA composite index for reference graph
,AETA_eta_L,"EtaCompositeIndex(False, True, True)",2D,averaged local ETA composite index for reference graph
,ETA_eta_R,"EtaCompositeIndex(True, False, False)",2D,ETA composite index for reference graph
,AETA_eta_R,"EtaCompositeIndex(True, False, True)",2D,averaged ETA composite index for reference graph
,ETA_eta_RL,"EtaCompositeIndex(True, True, False)",2D,local ETA composite index for reference graph
,AETA_eta_RL,"EtaCompositeIndex(True, True, True)",2D,averaged local ETA composite index for reference graph
,ETA_eta_F,"EtaFunctionalityIndex(False, False)",2D,ETA functionality index
,AETA_eta_F,"EtaFunctionalityIndex(False, True)",2D,averaged ETA functionality index
,ETA_eta_FL,"EtaFunctionalityIndex(True, False)",2D,local ETA functionality index
,AETA_eta_FL,"EtaFunctionalityIndex(True, True)",2D,averaged local ETA functionality index
,ETA_eta_B,"EtaBranchingIndex(False, False)",2D,ETA branching index
,AETA_eta_B,"EtaBranchingIndex(False, True)",2D,averaged ETA branching index
,ETA_eta_BR,"EtaBranchingIndex(True, False)",2D,ETA branching index (use ring count)
,AETA_eta_BR,"EtaBranchingIndex(True, True)",2D,averaged ETA branching index (use ring count)
,ETA_dAlpha_A,EtaDeltaAlpha('A'),2D,ETA delta alpha (type: A)
,ETA_dAlpha_B,EtaDeltaAlpha('B'),2D,ETA delta alpha (type: B)
,ETA_epsilon_1,EtaEpsilon(1),2D,ETA epsilon (type: 1)
,ETA_epsilon_2,EtaEpsilon(2),2D,ETA epsilon (type: 2)
,ETA_epsilon_3,EtaEpsilon(3),2D,ETA epsilon (type: 3)
,ETA_epsilon_4,EtaEpsilon(4),2D,ETA epsilon (type: 4)
,ETA_epsilon_5,EtaEpsilon(5),2D,ETA epsilon (type: 5)
,ETA_dEpsilon_A,EtaDeltaEpsilon('A'),2D,ETA delta epsilon (type: A)
,ETA_dEpsilon_B,EtaDeltaEpsilon('B'),2D,ETA delta epsilon (type: B)
,ETA_dEpsilon_C,EtaDeltaEpsilon('C'),2D,ETA delta epsilon (type: C)
,ETA_dEpsilon_D,EtaDeltaEpsilon('D'),2D,ETA delta epsilon (type: D)
,ETA_dBeta,EtaDeltaBeta(False),2D,ETA delta beta
,AETA_dBeta,EtaDeltaBeta(True),2D,averaged ETA delta beta
,ETA_psi_1,EtaPsi(),2D,ETA psi
,ETA_dPsi_A,EtaDeltaPsi('A'),2D,ETA delta psi (type: A)
,ETA_dPsi_B,EtaDeltaPsi('B'),2D,ETA delta psi (type: B)
FragmentComplexity,fragCpx,FragmentComplexity(),2D,fragment complexity
Framework,fMF,Framework(),2D,molecular framework ratio
GeometricalIndex,GeomDiameter,Diameter3D(),3D,geometric diameter
,GeomRadius,Radius3D(),3D,geometric radius
,GeomShapeIndex,GeometricalShapeIndex(),3D,geometrical shape index
,GeomPetitjeanIndex,PetitjeanIndex3D(),3D,geometric Petitjean index
GravitationalIndex,GRAV,"GravitationalIndex(True, False)",3D,heavy atom gravitational index
,GRAVH,"GravitationalIndex(False, False)",3D,gravitational index
,GRAVp,"GravitationalIndex(True, True)",3D,heavy atom pair gravitational index
,GRAVHp,"GravitationalIndex(False, True)",3D,pair gravitational index
HydrogenBond,nHBAcc,HBondAcceptor(),2D,number of hydrogen bond acceptor
,nHBDon,HBondDonor(),2D,number of hydrogen bond donor
InformationContent,IC0,InformationContent(0),2D,0-ordered neighborhood information content
,IC1,InformationContent(1),2D,1-ordered neighborhood information content
,IC2,InformationContent(2),2D,2-ordered neighborhood information content
,IC3,InformationContent(3),2D,3-ordered neighborhood information content
,IC4,InformationContent(4),2D,4-ordered neighborhood information content
,IC5,InformationContent(5),2D,5-ordered neighborhood information content
,TIC0,TotalIC(0),2D,0-ordered neighborhood total information content
,TIC1,TotalIC(1),2D,1-ordered neighborhood total information content
,TIC2,TotalIC(2),2D,2-ordered neighborhood total information content
,TIC3,TotalIC(3),2D,3-ordered neighborhood total information content
,TIC4,TotalIC(4),2D,4-ordered neighborhood total information content
,TIC5,TotalIC(5),2D,5-ordered neighborhood total information content
,SIC0,StructuralIC(0),2D,0-ordered structural information content
,SIC1,StructuralIC(1),2D,1-ordered structural information content
,SIC2,StructuralIC(2),2D,2-ordered structural information content
,SIC3,StructuralIC(3),2D,3-ordered structural information content
,SIC4,StructuralIC(4),2D,4-ordered structural information content
,SIC5,StructuralIC(5),2D,5-ordered structural information content
,BIC0,BondingIC(0),2D,0-ordered bonding information content
,BIC1,BondingIC(1),2D,1-ordered bonding information content
,BIC2,BondingIC(2),2D,2-ordered bonding information content
,BIC3,BondingIC(3),2D,3-ordered bonding information content
,BIC4,BondingIC(4),2D,4-ordered bonding information content
,BIC5,BondingIC(5),2D,5-ordered bonding information content
,CIC0,ComplementaryIC(0),2D,0-ordered complementary information content
,CIC1,ComplementaryIC(1),2D,1-ordered complementary information content
,CIC2,ComplementaryIC(2),2D,2-ordered complementary information content
,CIC3,ComplementaryIC(3),2D,3-ordered complementary information content
,CIC4,ComplementaryIC(4),2D,4-ordered complementary information content
,CIC5,ComplementaryIC(5),2D,5-ordered complementary information content
,MIC0,ModifiedIC(0),2D,0-ordered modified information content
,MIC1,ModifiedIC(1),2D,1-ordered modified information content
,MIC2,ModifiedIC(2),2D,2-ordered modified information content
,MIC3,ModifiedIC(3),2D,3-ordered modified information content
,MIC4,ModifiedIC(4),2D,4-ordered modified information content
,MIC5,ModifiedIC(5),2D,5-ordered modified information content
,ZMIC0,ZModifiedIC(0),2D,0-ordered Z-modified information content
,ZMIC1,ZModifiedIC(1),2D,1-ordered Z-modified information content
,ZMIC2,ZModifiedIC(2),2D,2-ordered Z-modified information content
,ZMIC3,ZModifiedIC(3),2D,3-ordered Z-modified information content
,ZMIC4,ZModifiedIC(4),2D,4-ordered Z-modified information content
,ZMIC5,ZModifiedIC(5),2D,5-ordered Z-modified information content
KappaShapeIndex,Kier1,KappaShapeIndex1(),2D,kappa shape index 1
,Kier2,KappaShapeIndex2(),2D,kappa shape index 2
,Kier3,KappaShapeIndex3(),2D,kappa shape index 3
Lipinski,Lipinski,Lipinski(),2D,Lipinski rule of five
,GhoseFilter,GhoseFilter(),2D,Ghose filter
McGowanVolume,VMcGowan,McGowanVolume(),2D,McGowan volume
MoeType,LabuteASA,LabuteASA(),2D,Labute's Approximate Surface Area
,PEOE_VSA1,PEOE_VSA(1),2D,MOE Charge VSA Descriptor 1 (-inf < x < -0.30)
,PEOE_VSA2,PEOE_VSA(2),2D,MOE Charge VSA Descriptor 2 (-0.30 <= x < -0.25)
,PEOE_VSA3,PEOE_VSA(3),2D,MOE Charge VSA Descriptor 3 (-0.25 <= x < -0.20)
,PEOE_VSA4,PEOE_VSA(4),2D,MOE Charge VSA Descriptor 4 (-0.20 <= x < -0.15)
,PEOE_VSA5,PEOE_VSA(5),2D,MOE Charge VSA Descriptor 5 (-0.15 <= x < -0.10)
,PEOE_VSA6,PEOE_VSA(6),2D,MOE Charge VSA Descriptor 6 (-0.10 <= x < -0.05)
,PEOE_VSA7,PEOE_VSA(7),2D,MOE Charge VSA Descriptor 7 (-0.05 <= x <  0.00)
,PEOE_VSA8,PEOE_VSA(8),2D,MOE Charge VSA Descriptor 8 ( 0.00 <= x <  0.05)
,PEOE_VSA9,PEOE_VSA(9),2D,MOE Charge VSA Descriptor 9 ( 0.05 <= x <  0.10)
,PEOE_VSA10,PEOE_VSA(10),2D,MOE Charge VSA Descriptor 10 ( 0.10 <= x <  0.15)
,PEOE_VSA11,PEOE_VSA(11),2D,MOE Charge VSA Descriptor 11 ( 0.15 <= x <  0.20)
,PEOE_VSA12,PEOE_VSA(12),2D,MOE Charge VSA Descriptor 12 ( 0.20 <= x <  0.25)
,PEOE_VSA13,PEOE_VSA(13),2D,MOE Charge VSA Descriptor 13 ( 0.25 <= x <  0.30)
,SMR_VSA1,SMR_VSA(1),2D,MOE MR VSA Descriptor 1 (-inf < x <  1.29)
,SMR_VSA2,SMR_VSA(2),2D,MOE MR VSA Descriptor 2 ( 1.29 <= x <  1.82)
,SMR_VSA3,SMR_VSA(3),2D,MOE MR VSA Descriptor 3 ( 1.82 <= x <  2.24)
,SMR_VSA4,SMR_VSA(4),2D,MOE MR VSA Descriptor 4 ( 2.24 <= x <  2.45)
,SMR_VSA5,SMR_VSA(5),2D,MOE MR VSA Descriptor 5 ( 2.45 <= x <  2.75)
,SMR_VSA6,SMR_VSA(6),2D,MOE MR VSA Descriptor 6 ( 2.75 <= x <  3.05)
,SMR_VSA7,SMR_VSA(7),2D,MOE MR VSA Descriptor 7 ( 3.05 <= x <  3.63)
,SMR_VSA8,SMR_VSA(8),2D,MOE MR VSA Descriptor 8 ( 3.63 <= x <  3.80)
,SMR_VSA9,SMR_VSA(9),2D,MOE MR VSA Descriptor 9 ( 3.80 <= x <  4.00)
,SlogP_VSA1,SlogP_VSA(1),2D,MOE logP VSA Descriptor 1 (-inf < x < -0.40)
,SlogP_VSA2,SlogP_VSA(2),2D,MOE logP VSA Descriptor 2 (-0.40 <= x < -0.20)
,SlogP_VSA3,SlogP_VSA(3),2D,MOE logP VSA Descriptor 3 (-0.20 <= x <  0.00)
,SlogP_VSA4,SlogP_VSA(4),2D,MOE logP VSA Descriptor 4 ( 0.00 <= x <  0.10)
,SlogP_VSA5,SlogP_VSA(5),2D,MOE logP VSA Descriptor 5 ( 0.10 <= x <  0.15)
,SlogP_VSA6,SlogP_VSA(6),2D,MOE logP VSA Descriptor 6 ( 0.15 <= x <  0.20)
,SlogP_VSA7,SlogP_VSA(7),2D,MOE logP VSA Descriptor 7 ( 0.20 <= x <  0.25)
,SlogP_VSA8,SlogP_VSA(8),2D,MOE logP VSA Descriptor 8 ( 0.25 <= x <  0.30)
,SlogP_VSA9,SlogP_VSA(9),2D,MOE logP VSA Descriptor 9 ( 0.30 <= x <  0.40)
,SlogP_VSA10,SlogP_VSA(10),2D,MOE logP VSA Descriptor 10 ( 0.40 <= x <  0.50)
,SlogP_VSA11,SlogP_VSA(11),2D,MOE logP VSA Descriptor 11 ( 0.50 <= x <  0.60)
,EState_VSA1,EState_VSA(1),2D,EState VSA Descriptor 1 (-inf < x <  -0.39)
,EState_VSA2,EState_VSA(2),2D,EState VSA Descriptor 2 ( -0.39 <= x <  0.29)
,EState_VSA3,EState_VSA(3),2D,EState VSA Descriptor 3 ( 0.29 <= x <  0.72)
,EState_VSA4,EState_VSA(4),2D,EState VSA Descriptor 4 ( 0.72 <= x <  1.17)
,EState_VSA5,EState_VSA(5),2D,EState VSA Descriptor 5 ( 1.17 <= x <  1.54)
,EState_VSA6,EState_VSA(6),2D,EState VSA Descriptor 6 ( 1.54 <= x <  1.81)
,EState_VSA7,EState_VSA(7),2D,EState VSA Descriptor 7 ( 1.81 <= x <  2.05)
,EState_VSA8,EState_VSA(8),2D,EState VSA Descriptor 8 ( 2.05 <= x <  4.69)
,EState_VSA9,EState_VSA(9),2D,EState VSA Descriptor 9 ( 4.69 <= x <  9.17)
,EState_VSA10,EState_VSA(10),2D,EState VSA Descriptor 10 ( 9.17 <= x <  15.00)
,VSA_EState1,VSA_EState(1),2D,VSA EState Descriptor 1 (-inf < x <  4.78)
,VSA_EState2,VSA_EState(2),2D,VSA EState Descriptor 2 ( 4.78 <= x <  5.00)
,VSA_EState3,VSA_EState(3),2D,VSA EState Descriptor 3 ( 5.00 <= x <  5.41)
,VSA_EState4,VSA_EState(4),2D,VSA EState Descriptor 4 ( 5.41 <= x <  5.74)
,VSA_EState5,VSA_EState(5),2D,VSA EState Descriptor 5 ( 5.74 <= x <  6.00)
,VSA_EState6,VSA_EState(6),2D,VSA EState Descriptor 6 ( 6.00 <= x <  6.07)
,VSA_EState7,VSA_EState(7),2D,VSA EState Descriptor 7 ( 6.07 <= x <  6.45)
,VSA_EState8,VSA_EState(8),2D,VSA EState Descriptor 8 ( 6.45 <= x <  7.00)
,VSA_EState9,VSA_EState(9),2D,VSA EState Descriptor 9 ( 7.00 <= x <  11.00)
MolecularDistanceEdge,MDEC-11,"MolecularDistanceEdge(1, 1, 'C')",2D,molecular distance edge between primary C and primary C
,MDEC-12,"MolecularDistanceEdge(1, 2, 'C')",2D,molecular distance edge between primary C and secondary C
,MDEC-13,"MolecularDistanceEdge(1, 3, 'C')",2D,molecular distance edge between primary C and tertiary C
,MDEC-14,"MolecularDistanceEdge(1, 4, 'C')",2D,molecular distance edge between primary C and quaternary C
,MDEC-22,"MolecularDistanceEdge(2, 2, 'C')",2D,molecular distance edge between secondary C and secondary C
,MDEC-23,"MolecularDistanceEdge(2, 3, 'C')",2D,molecular distance edge between secondary C and tertiary C
,MDEC-24,"MolecularDistanceEdge(2, 4, 'C')",2D,molecular distance edge between secondary C and quaternary C
,MDEC-33,"MolecularDistanceEdge(3, 3, 'C')",2D,molecular distance edge between tertiary C and tertiary C
,MDEC-34,"MolecularDistanceEdge(3, 4, 'C')",2D,molecular distance edge between tertiary C and quaternary C
,MDEC-44,"MolecularDistanceEdge(4, 4, 'C')",2D,molecular distance edge between quaternary C and quaternary C
,MDEO-11,"MolecularDistanceEdge(1, 1, 'O')",2D,molecular distance edge between primary O and primary O
,MDEO-12,"MolecularDistanceEdge(1, 2, 'O')",2D,molecular distance edge between primary O and secondary O
,MDEO-22,"MolecularDistanceEdge(2, 2, 'O')",2D,molecular distance edge between secondary O and secondary O
,MDEN-11,"MolecularDistanceEdge(1, 1, 'N')",2D,molecular distance edge between primary N and primary N
,MDEN-12,"MolecularDistanceEdge(1, 2, 'N')",2D,molecular distance edge between primary N and secondary N
,MDEN-13,"MolecularDistanceEdge(1, 3, 'N')",2D,molecular distance edge between primary N and tertiary N
,MDEN-22,"MolecularDistanceEdge(2, 2, 'N')",2D,molecular distance edge between secondary N and secondary N
,MDEN-23,"MolecularDistanceEdge(2, 3, 'N')",2D,molecular distance edge between secondary N and tertiary N
,MDEN-33,"MolecularDistanceEdge(3, 3, 'N')",2D,molecular distance edge between tertiary N and tertiary N
MolecularId,MID,"MolecularId('any', False, 1e-10)",2D,molecular ID
,AMID,"MolecularId('any', True, 1e-10)",2D,averaged molecular ID
,MID_h,"MolecularId('hetero', False, 1e-10)",2D,molecular ID on h atoms
,AMID_h,"MolecularId('hetero', True, 1e-10)",2D,averaged molecular ID on h atoms
,MID_C,"MolecularId('C', False, 1e-10)",2D,molecular ID on C atoms
,AMID_C,"MolecularId('C', True, 1e-10)",2D,averaged molecular ID on C atoms
,MID_N,"MolecularId('N', False, 1e-10)",2D,molecular ID on N atoms
,AMID_N,"MolecularId('N', True, 1e-10)",2D,averaged molecular ID on N atoms
,MID_O,"MolecularId('O', False, 1e-10)",2D,molecular ID on O atoms
,AMID_O,"MolecularId('O', True, 1e-10)",2D,averaged molecular ID on O atoms
,MID_X,"MolecularId('X', False, 1e-10)",2D,molecular ID on halogen atoms
,AMID_X,"MolecularId('X', True, 1e-10)",2D,averaged molecular ID on halogen atoms
MomentOfInertia,MOMI-X,MomentOfInertia('X'),3D,moment of inertia (axis = X)
,MOMI-Y,MomentOfInertia('Y'),3D,moment of inertia (axis = Y)
,MOMI-Z,MomentOfInertia('Z'),3D,moment of inertia (axis = Z)
MoRSE,Mor01,"MoRSE(None, 1)",3D,3D-MoRSE (distance = 1)
,Mor02,"MoRSE(None, 2)",3D,3D-MoRSE (distance = 2)
,Mor03,"MoRSE(None, 3)",3D,3D-MoRSE (distance = 3)
,Mor04,"MoRSE(None, 4)",3D,3D-MoRSE (distance = 4)
,Mor05,"MoRSE(None, 5)",3D,3D-MoRSE (distance = 5)
,Mor06,"MoRSE(None, 6)",3D,3D-MoRSE (distance = 6)
,Mor07,"MoRSE(None, 7)",3D,3D-MoRSE (distance = 7)
,Mor08,"MoRSE(None, 8)",3D,3D-MoRSE (distance = 8)
,Mor09,"MoRSE(None, 9)",3D,3D-MoRSE (distance = 9)
,Mor10,"MoRSE(None, 10)",3D,3D-MoRSE (distance = 10)
,Mor11,"MoRSE(None, 11)",3D,3D-MoRSE (distance = 11)
,Mor12,"MoRSE(None, 12)",3D,3D-MoRSE (distance = 12)
,Mor13,"MoRSE(None, 13)",3D,3D-MoRSE (distance = 13)
,Mor14,"MoRSE(None, 14)",3D,3D-MoRSE (distance = 14)
,Mor15,"MoRSE(None, 15)",3D,3D-MoRSE (distance = 15)
,Mor16,"MoRSE(None, 16)",3D,3D-MoRSE (distance = 16)
,Mor17,"MoRSE(None, 17)",3D,3D-MoRSE (distance = 17)
,Mor18,"MoRSE(None, 18)",3D,3D-MoRSE (distance = 18)
,Mor19,"MoRSE(None, 19)",3D,3D-MoRSE (distance = 19)
,Mor20,"MoRSE(None, 20)",3D,3D-MoRSE (distance = 20)
,Mor21,"MoRSE(None, 21)",3D,3D-MoRSE (distance = 21)
,Mor22,"MoRSE(None, 22)",3D,3D-MoRSE (distance = 22)
,Mor23,"MoRSE(None, 23)",3D,3D-MoRSE (distance = 23)
,Mor24,"MoRSE(None, 24)",3D,3D-MoRSE (distance = 24)
,Mor25,"MoRSE(None, 25)",3D,3D-MoRSE (distance = 25)
,Mor26,"MoRSE(None, 26)",3D,3D-MoRSE (distance = 26)
,Mor27,"MoRSE(None, 27)",3D,3D-MoRSE (distance = 27)
,Mor28,"MoRSE(None, 28)",3D,3D-MoRSE (distance = 28)
,Mor29,"MoRSE(None, 29)",3D,3D-MoRSE (distance = 29)
,Mor30,"MoRSE(None, 30)",3D,3D-MoRSE (distance = 30)
,Mor31,"MoRSE(None, 31)",3D,3D-MoRSE (distance = 31)
,Mor32,"MoRSE(None, 32)",3D,3D-MoRSE (distance = 32)
,Mor01m,"MoRSE('m', 1)",3D,3D-MoRSE weighted by mass (distance = 1)
,Mor02m,"MoRSE('m', 2)",3D,3D-MoRSE weighted by mass (distance = 2)
,Mor03m,"MoRSE('m', 3)",3D,3D-MoRSE weighted by mass (distance = 3)
,Mor04m,"MoRSE('m', 4)",3D,3D-MoRSE weighted by mass (distance = 4)
,Mor05m,"MoRSE('m', 5)",3D,3D-MoRSE weighted by mass (distance = 5)
,Mor06m,"MoRSE('m', 6)",3D,3D-MoRSE weighted by mass (distance = 6)
,Mor07m,"MoRSE('m', 7)",3D,3D-MoRSE weighted by mass (distance = 7)
,Mor08m,"MoRSE('m', 8)",3D,3D-MoRSE weighted by mass (distance = 8)
,Mor09m,"MoRSE('m', 9)",3D,3D-MoRSE weighted by mass (distance = 9)
,Mor10m,"MoRSE('m', 10)",3D,3D-MoRSE weighted by mass (distance = 10)
,Mor11m,"MoRSE('m', 11)",3D,3D-MoRSE weighted by mass (distance = 11)
,Mor12m,"MoRSE('m', 12)",3D,3D-MoRSE weighted by mass (distance = 12)
,Mor13m,"MoRSE('m', 13)",3D,3D-MoRSE weighted by mass (distance = 13)
,Mor14m,"MoRSE('m', 14)",3D,3D-MoRSE weighted by mass (distance = 14)
,Mor15m,"MoRSE('m', 15)",3D,3D-MoRSE weighted by mass (distance = 15)
,Mor16m,"MoRSE('m', 16)",3D,3D-MoRSE weighted by mass (distance = 16)
,Mor17m,"MoRSE('m', 17)",3D,3D-MoRSE weighted by mass (distance = 17)
,Mor18m,"MoRSE('m', 18)",3D,3D-MoRSE weighted by mass (distance = 18)
,Mor19m,"MoRSE('m', 19)",3D,3D-MoRSE weighted by mass (distance = 19)
,Mor20m,"MoRSE('m', 20)",3D,3D-MoRSE weighted by mass (distance = 20)
,Mor21m,"MoRSE('m', 21)",3D,3D-MoRSE weighted by mass (distance = 21)
,Mor22m,"MoRSE('m', 22)",3D,3D-MoRSE weighted by mass (distance = 22)
,Mor23m,"MoRSE('m', 23)",3D,3D-MoRSE weighted by mass (distance = 23)
,Mor24m,"MoRSE('m', 24)",3D,3D-MoRSE weighted by mass (distance = 24)
,Mor25m,"MoRSE('m', 25)",3D,3D-MoRSE weighted by mass (distance = 25)
,Mor26m,"MoRSE('m', 26)",3D,3D-MoRSE weighted by mass (distance = 26)
,Mor27m,"MoRSE('m', 27)",3D,3D-MoRSE weighted by mass (distance = 27)
,Mor28m,"MoRSE('m', 28)",3D,3D-MoRSE weighted by mass (distance = 28)
,Mor29m,"MoRSE('m', 29)",3D,3D-MoRSE weighted by mass (distance = 29)
